	Package	Version
7282	rmapzen	0.4.2
7283	RMariaDB	1.0.10
7284	RmarineHeatWaves	0.17.0
7285	RMark	2.2.7
7286	rmarkdown	2.18
7287	rmatio	0.14.0
7288	RMAWGEN	1.3.7
7289	rmcfs	1.3.1
7290	rmda	1.6
7291	rmdformats	1.0.0
7292	rmdHelpers	1.2
7293	rmdpartials	0.5.8
7294	rmdshower	2.1.1
7295	RMediation	1.1.4
7296	rmeta	3
7297	rmgarch	1.3-7
7298	rmi	0.1.1
7299	rminer	1.4.6
7300	rmio	0.4.0
7301	Rmisc	1.5
7302	Rmixmod	2.1.5
7303	RmixmodCombi	1
7304	RMixpanel	0.7-1
7305	RMKdiscrete	0.1
7306	RMKL	1
7307	RMOA	1.0.1
7308	RMOAjars	1.0.1
7309	Rmosek	1.3.5
7310	Rmpfr	0.8-2
7311	rmpw	0.0.4
7312	rMR	1.1.0
7313	rms	6.3-0
7314	rms.gof	1
7315	rmsfact	0.0.3
7316	RMThreshold	1.1
7317	RMTL	0.9
7318	RMTstat	0.3
7319	rmutil	1.1.10
7320	RMySQL	0.10.20
7321	rmytarget	2.1.8
7322	rnassqs	0.5.0
7323	RNAstructureModuleMiner	0.1.0
7324	rnaturalearth	0.1.0
7325	rnaturalearthdata	0.1.0
7326	RnavGraphImageData	0.0.4
7327	RNaviCell	0.2
7328	RNCBIEUtilsLibs	0.9
7329	rncl	0.8.4
7330	RND	1.2
7331	RNentropy	1.2.2
7332	rneos	0.4-0
7333	rnetcarto	0.2.4
7334	RNetCDF	2.4-2
7335	RNetLogo	1.0-4
7336	RNeXML	2.4.8
7337	rngSetSeed	0.3-2
7338	rngtools	1.5.2
7339	rngWELL	0.10-6
7340	rngwell19937	0.6-0
7341	RNHANES	1.1.0
7342	RNifti	1.4.3
7343	RNiftyReg	2.7.0
7344	rNMF	0.5.0
7345	rnoaa	1.2.0
7346	rnr	0.2.1
7347	RNRCS	0.2.5
7348	ROAuth	0.9.6
7349	RobAStBase	1.2.1
7350	RobAStRDA	1.2.0
7351	robcbi	1.1-3
7352	robCompositions	2.3.0
7353	robcor	0.1-6
7354	robeth	2.7-6
7355	robets	1.4
7356	RobExtremes	1.2.0
7357	robFitConGraph	0.1.0
7358	RobLox	1.2.0
7359	RobLoxBioC	1.2.0
7360	Robocoap	0.1-1
7361	RobPer	1.2.2
7362	robreg3S	0.3
7363	RobRex	1.2.0
7364	RobRSVD	1
7365	robsurvey	0.1.1
7366	robumeta	2
7367	robustarima	0.2.5
7368	robustbase	0.95-0
7369	robustBLME	0.1.3
7370	RobustCalibration	0.5.1
7371	robustETM	1
7372	robustfa	1.0-5
7373	robustgam	0.1.7
7374	RobustGaSP	0.6.5
7375	robustHD	0.6.1
7376	robustlmm	3.0-4
7377	RobustRankAggreg	1.1
7378	robustreg	0.1-11
7379	robustsae	0.1.0
7380	robustSingleCell	0.1.1
7381	robustX	1.2-4
7382	roccv	1.2
7383	rockchalk	1.8.144
7384	rocNIT	1
7385	rococo	1.1.7
7386	ROCR	1.0-11
7387	ROCS	1.3
7388	rocsvm.path	0.1.0
7389	ROCwoGS	1
7390	Rodam	0.1.6
7391	RODBC	1.3-16
7392	RODBCDBI	0.1.1
7393	rodd	0.2-1
7394	rODE	0.99.6
7395	rodham	0.1.1
7396	RODM	1.1
7397	ROI	1.0-0
7398	ROI.plugin.glpk	1.0-0
7399	ROI.plugin.quadprog	1.0-0
7400	roll	1.1.6
7401	rollbar	0.1.0
7402	rolldown	0.1
7403	roloc	0.1-1
7404	rolocISCCNBS	0.1
7405	ROlogit	0.1.2
7406	rolr	1.0.0
7407	rols	2.22.1
7408	rolypoly	0.1.0
7409	Rook	1.1-1
7410	ROOPSD	0.3.8
7411	roots	1
7412	RootsExtremaInflections	1.2.1
7413	rootSolve	1.8.2.3
7414	rootWishart	0.4.1
7415	ROP	1
7416	rope	1
7417	ropendata	0.1.0
7418	ROpenDota	0.1.2
7419	ROpenFIGI	0.2.8
7420	ropensecretsapi	1.0.1
7421	ROpenWeatherMap	1.1
7422	roperators	1.1.0
7423	roprov	0.1.2
7424	ROptEst	1.2.1
7425	ROptEstOld	1.2.0
7426	ROptRegTS	1.2.0
7427	rorutadis	0.4.2
7428	ROSE	0.0-3
7429	rosm	0.2.5
7430	rospca	1.0.4
7431	rosqp	0.1.0
7432	rotationForest	0.1.3
7433	Rothermel	1.2
7434	rotl	3.0.11
7435	RoughSetKnowledgeReduction	0.1
7436	RoundAndRound	0.0.1
7437	Routliers	0.0.0.3
7438	roxygen2	7.2.1
7439	roxygen2md	1.0.0
7440	royston	1.2
7441	rPackedBar	0.2.2
7442	rpart	4.1.19
7443	rpart.plot	3.0.9
7444	rpart.utils	0.5
7445	rpartitions	0.1
7446	rpartScore	1.0-1
7447	rpatrec	1.0.1
7448	rpca	0.2.3
7449	rpcdsearch	1
7450	RPCLR	1
7451	Rpdb	2.3
7452	RpeakChrom	1.1.0
7453	RPEnsemble	0.4
7454	rpf	1.0.11
7455	rpg	1.6
7456	Rphylip	0.1-23
7457	rpicosat	1.0.1
7458	rpinterest	0.3.1
7459	rpivotTable	0.3.0
7460	rplotengine	1.0-7
7461	RPMG	2.2-3
7462	RPMM	1.25
7463	rpms	0.4.0
7464	rpnf	1.0.5
7465	Rpoet	1.1.0
7466	Rpolyhedra	0.4.2
7467	rportfolios	1.0-1
7468	RPostgres	1.2.1
7469	RPostgreSQL	0.6-2
7470	rPowerSampleSize	1.0.2
7471	RPPairwiseDesign	1
7472	rPref	1.3
7473	rprintf	0.2.1
7474	rprojroot	2.0.3
7475	rpst	1.0.0
7476	rpsychi	0.8
7477	RPtests	0.1.4
7478	rptR	0.9.22
7479	RPublica	0.1.3
7480	rpx	2.2.2
7481	RPyGeo	1.0.0
7482	RQEntangle	0.1.3
7483	Rquake	2.4-0
7484	rr	1.4
7485	Rramas	0.1-6
7486	rRAP	1.1
7487	RRate	1
7488	rrBLUP	4.6.1
7489	rrcov	1.5-5
7490	rrcovHD	0.2-6
7491	rrd	0.2.2
7492	Rrdrand	0.1-16
7493	rrecsys	0.9.7.3.1
7494	rredis	1.7.0
7495	rredlist	0.7.0
7496	RRedshiftSQL	0.1.2
7497	rreg	0.2.1
7498	rres	1.1
7499	RRF	1.9.1
7500	rriskDistributions	2.1.2
7501	rrlda	1.1
7502	RRNA	1
7503	rroad	0.0.5
7504	RRPP	0.6.1
7505	rrr	1.0.0
7506	RRTCS	0.0.3
7507	rrum	0.2.0
7508	RSADBE	1
7509	rsae	0.1-5
7510	RSAGA	1.3.0
7511	RSAlgaeR	1.0.0
7512	rsample	1.1.0
7513	Rsampling	0.1.1
7514	Rsamtools	2.10.0
7515	RSarules	1
7516	rsatscan	0.3.9200
7517	RSauceLabs	0.1.6
7518	rscimark	1
7519	RSclient	0.7-3
7520	Rsconctdply	0.1.3
7521	rsconnect	0.8.16
7522	RSDA	3.0.4
7523	rsdepth	0.1-5
7524	rsdmx	0.5-14
7525	RSE	1.3
7526	rseedcalc	1.3
7527	RSEIS	3.9-3
7528	RSentiment	2.2.2
7529	Rserve	1.7-3.1
7530	rSFA	1.04
7531	RSGHB	1.2.2
7532	rSHAPE	0.3.2
7533	RsimMosaic	1.0.3
7534	rsinaica	0.6.1
7535	RSIP	1.0.0
7536	RSKC	2.4.2
7537	rslurm	0.5.0
7538	rsm	2.10.2
7539	RSmartlyIO	0.1.3
7540	Rsmlx	2.0.2
7541	RSNNS	0.4-12
7542	RSNPset	0.5.3
7543	Rsolnp	1.16
7544	rspa	0.2.5
7545	rsparse	0.4.0
7546	Rspc	1.2.2
7547	RSpectra	0.16-1
7548	RSpincalc	1.0.2
7549	Rspotify	0.1.2
7550	rsppfp	1.0.4
7551	RSPS	1
7552	RSQLite	2.2.1
7553	rSQM	1.3.14
7554	Rssa	1.0.3
7555	RSSampling	1
7556	RSSOP	1.1
7557	rstack	1.0.0
7558	rstackdeque	1.1.1
7559	rstan	2.21.2
7560	rstantools	2.1.1
7561	rstap	1.0.2
7562	RStata	1.1.1
7563	rstatix	0.6.0
7564	rstatscn	1.1.3
7565	rstiefel	1.0.1
7566	RStoolbox	0.2.6
7567	RStorm	1
7568	rstpm2	1.5.1
7569	rstream	1.3.6
7570	RStripe	0.1
7571	rstudioapi	0.14
7572	RSuite	0.37-253
7573	rsurface	1.1.0
7574	rsurfer	0.2
7575	Rsurrogate	2
7576	RSurvey	0.9.3
7577	rsvd	1.0.3
7578	rsvg	2.3.2
7579	RSvgDevice	0.6.4.4
7580	RSVGTipsDevice	1.0-7
7581	RSwissMaps	0.1.0.1
7582	rSymPy	0.2-1.2
7583	rsyslog	1.0.1
7584	rt.test	1.18.7.9
7585	rt3	0.1.2
7586	rTableICC	1.0.7
7587	rtape	2.2
7588	Rtauchen	1
7589	RTConnect	0.1.4
7590	rtematres	0.2
7591	rTensor	1.4.8
7592	rTephra	0.1
7593	rtext	0.1.21
7594	RTextureMetrics	1.1
7595	rtf	0.4-14.1
7596	rticles	0.24
7597	rtiff	1.4.8
7598	rtimicropem	1.4.0
7599	rtip	1.1.1
7600	rtkore	1.5.5
7601	Rtnmin	2016-7.7
7602	RTOMO	1.1-6
7603	rtop	0.5-14
7604	rtracklayer	1.54.0
7605	RTransferEntropy	0.2.12
7606	rtrends	0.1.0
7607	RTriangle	1.6-0.10
7608	rTRNG	4.20-1
7609	rts	1.0-49
7610	Rtsne	0.15
7611	rtson	1.3
7612	Rttf2pt1	1.3.11
7613	RtutoR	1.2
7614	Rtwalk	1.8.0
7615	rtweet	0.7.0
7616	rtype	0.1-1
7617	rugarch	1.4-9
7618	ruin	0.1.1
7619	RUnit	0.4.32
7620	Runiversal	1.0.2
7621	runjags	2.0.4-6
7622	Runuran	0.33
7623	rusda	1.0.8
7624	rusk	0.1.1
7625	ruta	1.1.0
7626	ruv	0.9.7.1
7627	rvalues	0.6.3
7628	Rvcg	0.19.1
7629	rvcheck	0.1.8
7630	RVenn	1.1.0
7631	rversions	2.1.2
7632	rvertnet	0.8.0
7633	rvest	1.0.1
7634	RVFam	1.1
7635	rvHPDT	3
7636	RViennaCL	1.7.1.8
7637	rvinecopulib	0.5.5.1.0
7638	Rvmmin	2018-4.17
7639	Rvoterdistance	1.1
7640	rvTDT	1
7641	RVtests	1.2
7642	Rwave	2.4-8
7643	rwavelet	0.4.0
7644	rWBclimate	0.1.3
7645	RWBP	1
7646	rwc	1.11
7647	RWebLogo	1.0.3
7648	RWeka	0.4-44
7649	RWekajars	3.9.3-2
7650	rwfec	0.2
7651	RWildbook	0.9.3
7652	Rwinsteps	1.0-1.1
7653	Rwordseg	0.3-2
7654	rworldmap	1.3-6
7655	rworldxtra	1.01
7656	rwt	1.0.2
7657	rwty	1.0.2
7658	rwunderground	0.1.8
7659	RxCEcolInf	0.1-4
7660	RXMCDA	1.5.5
7661	RxnSim	1.0.3
7662	rxSeq	0.99.3
7663	RYandexTranslate	1
7664	RYoudaoTranslate	1
7665	ryouready	0.4
7666	rYoutheria	1.0.3
7667	rysgran	2.1.0
7668	RZabbix	0.1.0
7669	RZigZag	0.2.1
7670	RZooRoH	0.2.3
7671	s2	1.1.0
7672	s20x	3.1-29
7673	S2sls	0.1
7674	s4vd	1.1-1
7675	S4Vectors	0.32.4
7676	saasCNV	0.3.4
7677	sabarsi	0.1.0
7678	sac	1.0.1
7679	saccades	0.1-1
7680	SADEG	1.0.0
7681	sads	0.4.2
7682	sae	1.3
7683	saeRobust	0.2.0
7684	saery	1
7685	saeSim	0.10.0
7686	SAFD	2.1
7687	safe	3.34.0
7688	safeBinaryRegression	0.1-3
7689	safer	0.2.1
7690	SAGMM	0.2.4
7691	sAIC	1
7692	SALES	1.0.0
7693	SALTSampler	1.1.0
7694	salty	0.1.0
7695	SAM	1.1.2.1
7696	sambia	0.1.0
7697	SAMM	1.1.1
7698	Sample.Size	1
7699	SamplerCompare	1.3.0
7700	sampleSelection	1.2-10
7701	samplesize	0.2-4
7702	samplesizeCMH	0.0.0
7703	samplesizelogisticcasecontrol	0.0.6
7704	SampleSizeMeans	1.1
7705	SampleSizeProportions	1
7706	sampling	2.8
7707	SamplingBigData	1.0.0
7708	samplingbook	1.2.2
7709	samplingDataCRT	1
7710	samplingEstimates	0.1-3
7711	samplingVarEst	1.4
7712	samr	3
7713	SAMUR	0.6
7714	SAMURAI	1.2.1
7715	samurais	0.1.0
7716	sandwich	3.0-2
7717	SanFranBeachWater	0.1.0
7718	sanitizers	0.1.0
7719	sankey	1.0.2
7720	santaR	1
7721	sas7bdat	0.5
7722	SAScii	1
7723	sasMap	1.0.0
7724	SASmarkdown	0.4.3
7725	SASmixed	1.0-4
7726	SASPECT	0.1-1
7727	sass	0.4.2
7728	satscanMapper	1.0.1
7729	saturnin	1.1.1
7730	SAutomata	0.1.0
7731	SAVE	1
7732	saves	0.5
7733	sBF	1.1.1
7734	sbgcop	0.98
7735	sBIC	0.2.0
7736	sbioPN	1.1.0
7737	sbl	0.1.0
7738	sbmSDP	0.2
7739	sboost	0.1.1
7740	SBRect	0.26
7741	SBSA	0.2.3
7742	SBSDiff	0.1.0
7743	scagnostics	0.2-4.1
7744	ScaledMatrix	1.2.0
7745	Scalelink	1
7746	scales	1.2.1
7747	scalreg	1.0.1
7748	scam	1.2-9
7749	scan	0.4
7750	scar	0.2-1
7751	scaRabee	1.1-3
7752	SCAT	0.5.0
7753	scatr	1.0.1
7754	scatterD3	0.9.2
7755	scatterpie	0.1.8
7756	scatterplot3d	0.3-42
7757	SCBiclust	1.0.0
7758	SCBmeanfd	1.2.2
7759	scbursts	1.6
7760	SCCI	1.2
7761	scclust	0.2.2
7762	scdensity	1.0.2
7763	scenario	1
7764	SCEPtER	0.2-1
7765	SCEPtERbinary	0.1-1
7766	SCGLR	3
7767	schoenberg	2.0.2
7768	scholar	0.1.7
7769	schoolmath	0.4
7770	SCI	1.0-2
7771	scientoText	0.1
7772	scifigure	0.2
7773	SCINA	1.2.0
7774	sciplot	1.2-0
7775	SciViews	0.9-13.1
7776	sclero	0.2
7777	SCMA	1.3.1
7778	scmamp	0.2.55
7779	scopr	0.3.3
7780	score	1.0.2
7781	scorecardModelUtils	0.0.1.0
7782	ScoreGGUM	1
7783	scorepeak	0.1.2
7784	ScorePlus	0.1
7785	SCORER2	0.99.0
7786	scoring	0.6
7787	scoringRules	1.0.1
7788	ScottKnott	1.2-7
7789	ScottKnottESD	2.0.3
7790	scout	1.0.4
7791	scPDSI	0.1.3
7792	SCperf	1.1.1
7793	SCPME	1
7794	ScrabbleScore	1
7795	scraEP	1.1
7796	scrapeR	0.1.6
7797	ScreenClean	1.0.1
7798	scrime	1.3.5
7799	scriptests	1.0-16
7800	scriptexec	0.3.1
7801	scriptName	1.0.1
7802	scriptuRs	0.1.0
7803	scrm	1.7.3-1
7804	SCRSELECT	1.3-3
7805	SCRT	1.3.1
7806	scrypt	0.1.3
7807	SCVA	1.3.1
7808	sda	1.3.7
7809	SDaA	0.1-3
7810	sdat	1.1
7811	sdcSpatial	0.1.1
7812	sdcTarget	0.9-11
7813	SDDE	1.0.1
7814	sddpack	0.9
7815	sde	2.0.15
7816	sdef	1.7
7817	sdmvspecies	0.3.2
7818	sdPrior	1.0-0
7819	sdprisk	1.1-6
7820	sdpt3r	0.3
7821	sdStaf	1.0.2
7822	SDT	1.0.0
7823	sdtoolkit	2.33-1
7824	SEA	1
7825	sealasso	0.1-2
7826	SearchTrees	0.5.2
7827	seas	0.5-2
7828	SEAsic	0.1
7829	season	0.3.15
7830	seasonal	1.7.1
7831	seastests	0.14.2
7832	SECFISH	0.1.7
7833	SEchart	0.1
7834	SecKW	0.2
7835	SECP	0.1-4
7836	secr	4.3.1
7837	secrlinear	1.1.1
7838	secsse	2.0.0
7839	securitytxt	0.1.1
7840	seeclickfixr	1.1.0
7841	SeedCalc	1.0.0
7842	SEER2R	1
7843	SeerMapper	1.2.4
7844	SeerMapper2010East	1.2.4
7845	SeerMapper2010Regs	1.2.4
7846	SeerMapper2010West	1.2.4
7847	SeerMapperEast	1.2.4
7848	SeerMapperRegs	1.2.4
7849	SeerMapperWest	1.2.4
7850	seewave	2.1.6
7851	segclust2d	0.2.0
7852	segmag	1.2.4
7853	segmented	1.6-1
7854	segmenTier	0.1.2
7855	segmentr	0.2.0
7856	segMGarch	1.2
7857	segRDA	1.0.2
7858	seismic	1
7859	sejmRP	1.3.4
7860	Sejong	0.01
7861	SEL	1.0-2
7862	Select	1.4
7863	selectiongain	2.0.591
7864	selectiveInference	1.2.5
7865	selectMeta	1.0.8
7866	selectr	0.4-2
7867	selectspm	0.2
7868	seleniumPipes	0.3.7
7869	SELF	0.1.1
7870	selfea	1.0.1
7871	selfingTree	0.2
7872	SelvarMix	1.2.1
7873	sem	3.1-11
7874	Semblance	1.1.0
7875	semdiag	0.1.2
7876	semdrw	0.1.0
7877	semds	0.9-6
7878	semiArtificial	2.3.1
7879	SemiCompRisks	3.3
7880	SEMID	0.3.2
7881	SemiMarkov	1.4.6
7882	SemiPar	1.0-4.2
7883	SEMModComp	1
7884	semnar	0.7.1
7885	semPlot	1.1.2
7886	semPLS	1.0-10
7887	SEMrushR	0.1.0
7888	semsfa	1.1
7889	semTools	0.5-3
7890	semver	0.2.0
7891	sendmailR	1.2-1.1
7892	sendplot	4.0.0
7893	sensibo.sky	1.0.0
7894	sensitivity	1.23.1
7895	sensitivity2x2xk	1.01
7896	sensitivityCalibration	0.0.1
7897	SensitivityCaseControl	2.1
7898	sensitivityfull	1.5.6
7899	sensitivitymult	1.0.2
7900	sensitivitymv	1.4.3
7901	sensitivitymw	1.1
7902	sensitivityPStrat	1.0-6
7903	sensmediation	0.3.0
7904	sensory	1.1
7905	SenSrivastava	2015.6.25
7906	senstrat	1.0.3
7907	SensusR	2.3.1
7908	SentimentAnalysis	1.3-3
7909	sentimentr	2.7.1
7910	separationplot	1.3
7911	SeqAlloc	1
7912	seqCBS	1.2.1
7913	seqDesign	1.2
7914	SeqFeatR	0.3.1
7915	seqICP	1.1
7916	seqinr	4.2-16
7917	SeqMADE	1
7918	seqminer	8
7919	seqRFLP	1.0.1
7920	seqtest	0.1-0
7921	sequences	0.5.9
7922	Sequential	3.2
7923	SequentialDesign	1
7924	sequenza	3.0.0
7925	serial	3
7926	seriation	1.4.0
7927	serieslcb	0.4.0
7928	seroincidence	2.0.0
7929	servosphereR	0.1.1
7930	servr	0.25
7931	sesem	1.0.2
7932	session	1.0.3
7933	sessioninfo	1.2.2
7934	SETPath	1
7935	SetRank	1.1.0
7936	setRNG	2013.9-1
7937	sets	1.0-21
7938	setter	0.0-1
7939	SetTest	0.2.0
7940	settings	0.2.4
7941	severity	2
7942	sf	0.9-6
7943	sfa	1.0-1
7944	sfadv	1.0.1
7945	sfc	0.1.0
7946	sfdct	0.0.6
7947	sFFLHD	0.1.2
7948	sfheaders	0.4.0
7949	sfinx	1.7.99
7950	SFS	0.1.4
7951	sfsmisc	1.1-13
7952	sft	2.2-1
7953	sftime	0.2-0
7954	SFtools	0.1.0
7955	SGCS	2.7
7956	sgd	1.1.1
7957	sgee	0.6-0
7958	sgeostat	1.0-27
7959	sglOptim	1.3.8
7960	sglr	0.7
7961	sGMRFmix	0.3.0
7962	sgr	1.3
7963	sgt	2
7964	shades	1.4.0
7965	shadowtext	0.1.2
7966	shape	1.4.6
7967	ShapeChange	1.4
7968	shapefiles	0.7.2
7969	shapeR	0.1-5
7970	shapes	1.2.5
7971	sharpData	1.2
7972	sharpr2	1.1.1.0
7973	sharx	1.0-5
7974	shelltrace	3.5.1
7975	shiftR	1.5
7976	shiny	1.7.3
7977	shinyAce	0.4.2
7978	shinyaframe	1.0.1
7979	shinyalert	2.0.0
7980	shinyanimate	0.3.0
7981	shinybootstrap2	0.2.1
7982	shinyBS	0.61.1
7983	shinycssloaders	1.0.0
7984	shinycustomloader	0.9.0
7985	shinydashboard	0.7.1
7986	shinydashboardPlus	0.7.5
7987	shinyDND	0.1.0
7988	shinyEffects	0.1.0
7989	shinyFiles	0.9.0
7990	shinyhelper	0.3.2
7991	shinyjqui	0.3.3
7992	shinyjs	2.1.0
7993	shinyKGode	1.0.5
7994	shinylogs	0.1.7
7995	shinyLP	1.1.2
7996	shinyMatrix	0.6.0
7997	shinyMolBio	0.2
7998	shinyrecap	0.1.0
7999	shinyRGL	0.1.0
8000	shinyShortcut	0.1.0
8001	shinystan	2.5.0
8002	shinytest	1.5.1
8003	ShinyTester	0.1.0
8004	shinythemes	1.2.0
8005	shinyTime	1.0.1
8006	shinytoastr	2.1.1
8007	shinyTree	0.2.7
8008	shinyWidgets	0.7.4
8009	SHIP	1.0.2
8010	shock	1
8011	shopifyr	1.0.0
8012	ShortRead	1.52.0
8013	showimage	1.0.0
8014	showtext	0.9-1
8015	showtextdb	3
8016	shp2graph	0-5
8017	shrink	1.2.2
8018	ShrinkCovMat	1.4.0
8019	shuffle	1.0.1
8020	shuffleCI	0.1.0
8021	shutterstock	0.1.0
8022	SI	0.2.0
8023	siar	4.2
8024	SIBERG	2.0.2
8025	sicegar	0.2.3
8026	SID	1
8027	sideChannelAttack	1.0-6
8028	sidier	4.0.3
8029	siebanxicor	1.0.0
8030	SiER	0.1.0
8031	sievetest	1.2.3
8032	SIfEK	0.1.0
8033	sig	0.0-5
8034	sigclust	1.1.0
8035	siggenes	1.68.0
8036	sigmaNet	1.1.0
8037	sigmoid	0.3.0
8038	SIGN	0.1.0
8039	signal	0.7-7
8040	signalHsmm	1.5
8041	signmedian.test	1.5.1
8042	SigOptR	0.0.1
8043	sigora	3.0.5
8044	SigTree	1.10.6
8045	SII	1.0.3.1
8046	SILGGM	1.0.0
8047	SILM	1.0.0
8048	Sim.PLFN	1
8049	sim1000G	1.4
8050	simba	0.3-5
8051	simboot	0.2-6
8052	simcdm	0.1.1
8053	SimComp	3.3
8054	SimCop	0.7.0
8055	SimCorMultRes	1.7.0
8056	SimCorrMix	0.1.1
8057	simdistr	1.0.1
8058	simecol	0.8-13
8059	simEd	1.0.3
8060	simest	0.4
8061	SimEUCartelLaw	1.0.1
8062	simex	1.8
8063	simexaft	1.0.7.1
8064	simExam	1.0.0
8065	simFrame	0.5.3
8066	SimHaz	0.1
8067	SimilarityMeasures	1.4
8068	Simile	1.3.3
8069	SimInf	8.2.0
8070	simIReff	1
8071	simLife	0.5.2
8072	simmer	4.4.2
8073	simmer.bricks	0.2.1
8074	simml	0.1.0
8075	simMSM	1.1.41
8076	SimMultiCorrData	0.2.2
8077	SimPhe	0.2.0
8078	simpleboot	1.1-7
8079	simpleCache	0.4.1
8080	simplegraph	1.0.0
8081	simpleRCache	0.3.2
8082	simpleSetup	0.1.0
8083	SimpleTable	0.1-2
8084	simplexreg	1.3
8085	SimplicialCubature	1.2
8086	Simpsons	0.1.0
8087	simr	1.0.5
8088	SimReg	3
8089	simsalapar	1.0-10
8090	SimSCRPiecewise	0.1.1
8091	SimSeq	1.4.0
8092	simSummary	0.1.0
8093	simsurv	0.2.3
8094	simtimer	4.0.0
8095	SimTimeVar	1.0.0
8096	simts	0.1.1
8097	simulator	0.2.0
8098	simule	1.3.0
8099	SIN	0.6
8100	sinaplot	1.1.0
8101	sinew	0.3.8
8102	SingleCaseES	0.4.3
8103	SingleCellExperiment	1.16.0
8104	sinib	1.0.0
8105	SinIW	0.2
8106	sirad	2.3-3
8107	SIRE	1.1.0
8108	sirt	3.9-4
8109	SIS	0.8-8
8110	sisVIVE	1.4
8111	sitar	1.1.2
8112	SitesInterest	1
8113	sitmo	2.0.1
8114	sitools	1.4
8115	sitree	0.1-13
8116	sitreeE	0.0-5
8117	SixSigma	0.9-52
8118	SizeEstimation	1.1.1
8119	SiZer	0.1-7
8120	sjdbc	1.6.0
8121	sjlabelled	1.1.7
8122	sjmisc	2.8.5
8123	sjstats	0.18.0
8124	SKAT	2.0.1
8125	skda	0.1
8126	skeletor	1.0.4
8127	skellam	0.2.0
8128	SkewHyperbolic	0.4-0
8129	skewt	0.1
8130	Skillings.Mack	1.1
8131	skimr	2.1.4
8132	skm	0.1.5.4
8133	skmeans	0.2-13
8134	slackr	1.4.2
8135	slam	0.1-50
8136	SLC	0.3
8137	SLDAssay	1.8
8138	sleekts	1.0.2
8139	sleepr	0.3.0
8140	Sleuth2	2.0-5
8141	Sleuth3	1.0-3
8142	SLHD	2.1-1
8143	SLICER	0.2.0
8144	SLIDE	1.0.0
8145	slider	0.2.2
8146	slideview	0.1.0
8147	slim	0.1.1
8148	slimrec	0.1.0
8149	slippymath	0.3.1
8150	sloop	1.0.1
8151	slowraker	0.1.1
8152	slp	1.0-5
8153	sm	2.2-5.6
8154	smaa	0.3-0
8155	smacof	2.1-5
8156	smallarea	0.1
8157	smapr	0.2.1
8158	SmarterPoland	1.7
8159	SMARTp	0.1.1
8160	SmartSifter	0.1.0
8161	smatr	3.4-8
8162	smbinning	0.9
8163	SMC	1.1
8164	SmCCNet	0.99.0
8165	smco	0.1
8166	SMCRM	0.0-3
8167	smcure	2
8168	smdata	1.2
8169	smds	1
8170	SMFI5	1
8171	SMFilter	1.0.3
8172	smfsb	1.3
8173	smirnov	1.0-1
8174	SmithWilsonYieldCurve	1.0.1
8175	SMITIDstruct	0.0.5
8176	SMLoutliers	0.1
8177	SMNCensReg	3
8178	smoof	1.6.0.2
8179	smooth	3.0.0
8180	smoothAPC	0.3
8181	smoother	1.1
8182	SmoothHazard	1.4.1
8183	smoothHR	1.0.2
8184	smoothie	1.0-1
8185	smoothmest	0.1-2
8186	smoothROCtime	0.1.0
8187	smoothtail	2.0.5
8188	SmoothWin	3.0.0
8189	smotefamily	1.3.1
8190	smpic	0.1.0
8191	SMPracticals	1.4-3
8192	SMR	2.0.1
8193	sms	2.3.1
8194	smss	1.0-2
8195	SMVar	1.3.3
8196	sn	2.1.0
8197	sna	2.6
8198	snakecase	0.11.0
8199	SnakesAndLaddersAnalysis	2.1.0
8200	snappier	0.1.0
8201	snapshot	0.1.2
8202	snfa	0.0.1
8203	SNFtool	2.3.0
8204	snht	1.0.5
8205	snipEM	1.0.1
8206	snn	1.1
8207	snow	0.4-4
8208	SnowballC	0.7.0
8209	snowfall	1.84-6.2
8210	snowflakes	1.0.0
8211	snowFT	1.6-0
8212	snp.plotter	0.5.1
8213	snpar	1
8214	snpEnrichment	1.7.0
8215	SNPknock	0.8.2
8216	snplist	0.18.1
8217	sNPLS	0.3.31
8218	SNPmaxsel	1.0-3
8219	SNPMClust	1.3
8220	snpReady	0.9.6
8221	snpStats	1.44.0
8222	snpStatsWriter	1.5-6
8223	sns	1.1.2
8224	SNscan	1
8225	SOAR	0.99-11
8226	sobolnp	0.1.0
8227	SobolSequence	1
8228	soc.ca	0.7.3
8229	socceR	0.1.1
8230	social	1
8231	SocialNetworks	1.1
8232	SocialPosition	1.0.1
8233	sodavis	1.2
8234	sodium	1.1
8235	Sofi	0.16.4.8
8236	SOFIA	1
8237	softclassval	1.0-20160527
8238	SoftClustering	1.1902.2
8239	softImpute	1.4
8240	SoftRandomForest	0.1.0
8241	SOIL	1.1
8242	soilcarbon	1.2.0
8243	SoilR	1.1-23
8244	soiltexture	1.5.1
8245	soilwater	1.0.5
8246	Sojourn.Data	0.1.0
8247	sokoban	0.1.0
8248	solarPos	1
8249	solartime	0.0.1
8250	SOLOMON	1.0-1
8251	solrad	1.0.0
8252	solrium	1.1.4
8253	SolveRationalMatrixEquation	0.1.0
8254	som	0.3-5.1
8255	som.nn	1.1.0
8256	soma	1.1.1
8257	SOMbrero	1.3-1
8258	somebm	0.1
8259	someKfwer	1.2
8260	someMTP	1.4.1
8261	sommer	4.1.1
8262	somplot	1.6.4
8263	sonar	1.0.2
8264	SongEvo	1.0.0
8265	sonicLength	1.4.6
8266	sonify	0.0-1
